respondent_id,question,response
616,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
616,Please tick the companies where you feel you are a customer/user of their services today.,GoodMorning Hotels
616,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
616,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
617,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
618,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
618,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
619,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
619,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
619,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
620,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
620,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
620,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
621,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
622,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
622,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
623,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
623,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
623,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
624,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
624,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
624,Please tick the companies where you feel you are a customer/user of their services today.,GoodMorning Hotels
624,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
624,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
625,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
625,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
625,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
625,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
625,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
626,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
627,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
627,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
627,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
627,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
629,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
629,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
629,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
629,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
629,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
630,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
630,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
630,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
631,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
631,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
632,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
633,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
634,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
634,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
634,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
634,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
636,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
638,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
641,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
641,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
642,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
643,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
643,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
643,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
647,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
647,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
648,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
650,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
650,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
650,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
650,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
